                       STATION NAME                  DATE           PRCP      TMAX      TMIN
                         DECATUR PRYOR FIELD AL      2018 03 27     0.00      43.70     40.64
                         DECATUR PRYOR FIELD AL      2018 03 28     0.00      44.96     42.44
                         DECATUR PRYOR FIELD AL      2018 03 29     0.91      44.42     41.90
                         DECATUR PRYOR FIELD AL      2018 03 30     0.00      43.16     39.38
                         DECATUR PRYOR FIELD AL      2018 03 31     0.00      44.60     38.12
                     DOTHAN REGIONAL AIRPORT AL      2018 03 01     0.04      46.94     43.16
                     DOTHAN REGIONAL AIRPORT AL      2018 03 02     0.00      44.78     41.00
                     DOTHAN REGIONAL AIRPORT AL      2018 03 03     0.00      45.14     39.02
                     DOTHAN REGIONAL AIRPORT AL      2018 03 04     0.00      44.78     39.38
                     DOTHAN REGIONAL AIRPORT AL      2018 03 05     0.00      45.14     40.10
                     DOTHAN REGIONAL AIRPORT AL      2018 03 06     0.97      43.88     41.36
                     DOTHAN REGIONAL AIRPORT AL      2018 03 07     0.00      42.44     39.74
                     DOTHAN REGIONAL AIRPORT AL      2018 03 08     0.00      42.44     38.30
                     DOTHAN REGIONAL AIRPORT AL      2018 03 09     0.00      43.70     37.94
                     DOTHAN REGIONAL AIRPORT AL      2018 03 10     0.00      44.78     39.56
                     DOTHAN REGIONAL AIRPORT AL      2018 03 11     0.63      44.06     41.00
                     DOTHAN REGIONAL AIRPORT AL      2018 03 12     0.00      42.44     39.74
                     DOTHAN REGIONAL AIRPORT AL      2018 03 13     0.00      43.16     38.30
                     DOTHAN REGIONAL AIRPORT AL      2018 03 14     0.00      42.98     38.66
                     DOTHAN REGIONAL AIRPORT AL      2018 03 15     0.00      44.24     37.58
                     DOTHAN REGIONAL AIRPORT AL      2018 03 16     0.00      44.96     39.38
                     DOTHAN REGIONAL AIRPORT AL      2018 03 17     0.00      46.40     41.72
                     DOTHAN REGIONAL AIRPORT AL      2018 03 18     1.22      46.40     43.70
                     DOTHAN REGIONAL AIRPORT AL      2018 03 19     0.26      46.04     43.52
                     DOTHAN REGIONAL AIRPORT AL      2018 03 20     0.00      45.68     41.72
                     DOTHAN REGIONAL AIRPORT AL      2018 03 21     0.00      43.34     39.92
                     DOTHAN REGIONAL AIRPORT AL      2018 03 22     0.00      43.52     38.84
                     DOTHAN REGIONAL AIRPORT AL      2018 03 23     0.00      44.96     39.02
                     DOTHAN REGIONAL AIRPORT AL      2018 03 24     0.00      46.40     40.82
                     DOTHAN REGIONAL AIRPORT AL      2018 03 25     0.01      46.40     42.26
                     DOTHAN REGIONAL AIRPORT AL      2018 03 26     0.01      42.26     41.00
                     DOTHAN REGIONAL AIRPORT AL      2018 03 27     0.00      45.32     41.18
                     DOTHAN REGIONAL AIRPORT AL      2018 03 28     0.00      46.58     41.90
                     DOTHAN REGIONAL AIRPORT AL      2018 03 29     0.08      46.58     42.26
                     DOTHAN REGIONAL AIRPORT AL      2018 03 30     0.36      45.32     42.08
                     DOTHAN REGIONAL AIRPORT AL      2018 03 31     0.00      45.32     40.28
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 01     0.05      46.94     43.16
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 02     0.00      45.14     41.36
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 03     0.00      45.68     40.46
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 04     0.00      45.32     39.74
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 05     0.00      45.32     41.00
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 06     0.51      44.78     41.90
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 07     0.00      43.16     40.28
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 08     0.00      43.52     38.84
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 09     0.00      43.52     38.66
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 10     0.00      45.14     40.82
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 11     0.75      45.32     42.98
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 12     0.00      43.34     40.28
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 13     0.00      43.70     39.20
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 14     0.00      44.06     39.02
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 15     0.00      44.24     38.30
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 16     0.53      43.88     40.46
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 17     0.00      46.40     43.70
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 18     0.35      44.96     43.88
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 19     0.01      46.94     43.88
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 20     0.00      44.96     41.36
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 21     0.00      44.60     40.46
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 22     0.00      44.96     39.38
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 23     0.00      44.60     39.92
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 24     0.00      45.32     43.16
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 25     0.00      46.58     43.34
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 26     0.00      44.42     43.34
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 27     0.00      45.32     42.62
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 28     0.00      45.68     43.88
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 29     0.67      45.86     42.98
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 30     0.00      45.50     41.90
                     MOBILE DOWNTOWN AIRPORT AL      2018 03 31     0.00      45.32     41.18
                             AUBURN NUMBER 2 AL      2018 03 01     0.02      46.22     41.54
                             AUBURN NUMBER 2 AL      2018 03 02     0.00      43.52     40.10
                             AUBURN NUMBER 2 AL      2018 03 03     0.00      44.42     39.20
                             AUBURN NUMBER 2 AL      2018 03 04     0.00      44.06     39.92
                             AUBURN NUMBER 2 AL      2018 03 05     0.00      44.06     40.28
                             AUBURN NUMBER 2 AL      2018 03 06     0.85      43.88     40.28
                             AUBURN NUMBER 2 AL      2018 03 07     0.00      41.54     38.12
                             AUBURN NUMBER 2 AL      2018 03 08     0.00      46.22     37.40
                             AUBURN NUMBER 2 AL      2018 03 09     0.00      43.16     37.40
                             AUBURN NUMBER 2 AL      2018 03 10     0.16      44.96     39.20
                             AUBURN NUMBER 2 AL      2018 03 11     1.41      41.90     41.36
                             AUBURN NUMBER 2 AL      2018 03 12     0.00      41.54     37.58
                             AUBURN NUMBER 2 AL      2018 03 13     0.05      42.26     37.76
                             AUBURN NUMBER 2 AL      2018 03 14     0.00      41.90     37.94
                             AUBURN NUMBER 2 AL      2018 03 15     0.00      43.88     37.22
                             AUBURN NUMBER 2 AL      2018 03 16     0.02      44.06     38.66
                             AUBURN NUMBER 2 AL      2018 03 17     0.02      46.04     41.00
                             AUBURN NUMBER 2 AL      2018 03 18     0.68      45.86     42.98
                             AUBURN NUMBER 2 AL      2018 03 19     0.00      45.86     42.80
                             AUBURN NUMBER 2 AL      2018 03 20     0.05      44.42     40.64
                             AUBURN NUMBER 2 AL      2018 03 21     0.00      42.08     38.66
                             AUBURN NUMBER 2 AL      2018 03 22     0.00      42.80     38.30
                             AUBURN NUMBER 2 AL      2018 03 23     0.00      43.70     38.84
                             AUBURN NUMBER 2 AL      2018 03 24     0.00      45.86     40.28
                             AUBURN NUMBER 2 AL      2018 03 25     0.00      46.40     41.00
                             AUBURN NUMBER 2 AL      2018 03 26     0.00      41.18     40.28
                             AUBURN NUMBER 2 AL      2018 03 27     0.00      44.78     40.28
                             AUBURN NUMBER 2 AL      2018 03 28     0.00      46.40     41.54
                             AUBURN NUMBER 2 AL      2018 03 29     1.15      46.22     41.90
                             AUBURN NUMBER 2 AL      2018 03 30     0.00      44.06     40.82
                             AUBURN NUMBER 2 AL      2018 03 31     0.00      44.60     40.10
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 01     0.00      45.86     44.78
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 02     0.02      45.86     42.44
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 05     0.00      44.42     42.44
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 06     0.02      44.60     44.24
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 07     0.43      44.42     41.36
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 08     0.00      42.62     40.64
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 09     0.00      43.16     40.64
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 10     0.00      43.16     41.54
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 13     0.01      42.80     40.64
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 14     0.00      42.62     40.46
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 15     0.00      42.80     40.82
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 16     0.00      43.70     41.90
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 17     0.00      43.70     42.98
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 20     0.01      45.32     43.88
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 21     0.00      44.06     41.72
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 22     0.00      43.88     41.36
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 23     0.00      43.34     41.54
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 24     0.00      44.96     42.98
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 25     0.00      44.60     43.34
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 26     0.00      45.32     44.24
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 27     0.00      44.42     43.52
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 28     0.00      44.60     43.52
                     DAUPHIN ISLAND NUMBER 2 AL      2018 03 29     0.00      44.96     44.60
                             MONTGOMERY 6 SW AL      2018 03 01     0.02      47.12     43.52
                             MONTGOMERY 6 SW AL      2018 03 02     0.00      44.60     41.00
                             MONTGOMERY 6 SW AL      2018 03 03     0.00      45.14     39.20
                             MONTGOMERY 6 SW AL      2018 03 04     0.00      45.14     39.38
                             MONTGOMERY 6 SW AL      2018 03 05     0.00      46.04     41.36
                             MONTGOMERY 6 SW AL      2018 03 06     0.82      44.60     42.44
                             MONTGOMERY 6 SW AL      2018 03 07     0.00      42.98     40.82
                             MONTGOMERY 6 SW AL      2018 03 08     0.00      42.80     39.02
                             MONTGOMERY 6 SW AL      2018 03 09     0.00      42.80     38.48
                             MONTGOMERY 6 SW AL      2018 03 10     0.00      44.24     40.28
                             MONTGOMERY 6 SW AL      2018 03 12     0.07      43.16     40.64
                             MONTGOMERY 6 SW AL      2018 03 13     0.00      43.34     39.20
                             MONTGOMERY 6 SW AL      2018 03 14     0.00      43.16     39.02
                             MONTGOMERY 6 SW AL      2018 03 15     0.00      43.16     38.30
                             MONTGOMERY 6 SW AL      2018 03 16     0.03      45.14     39.74
                             MONTGOMERY 6 SW AL      2018 03 17     0.00      44.78     40.82
                             MONTGOMERY 6 SW AL      2018 03 18     0.04      46.40     42.80
                             MONTGOMERY 6 SW AL      2018 03 19     0.03      46.76     44.06
                             MONTGOMERY 6 SW AL      2018 03 20     0.02      45.68     42.26
                             MONTGOMERY 6 SW AL      2018 03 21     0.00      43.52     39.20
                             MONTGOMERY 6 SW AL      2018 03 22     0.00      42.80     39.20
                             MONTGOMERY 6 SW AL      2018 03 23     0.00      43.52     39.38
                             MONTGOMERY 6 SW AL      2018 03 28     0.00      45.14     41.00
                             MONTGOMERY 6 SW AL      2018 03 29     1.44      46.76     43.16
                             MONTGOMERY 6 SW AL      2018 03 30     0.00      44.78     42.08
                             MONTGOMERY 6 SW AL      2018 03 31     0.00      44.42     40.10
                               BREWTON 3 ENE AL      2018 03 01     0.06      46.40     42.26
                               BREWTON 3 ENE AL      2018 03 02     0.06      46.76     41.18
                               BREWTON 3 ENE AL      2018 03 06     0.04      45.68     41.36
                               BREWTON 3 ENE AL      2018 03 07     0.32      44.06     39.74
                               BREWTON 3 ENE AL      2018 03 08     0.00      42.26     37.58
                               BREWTON 3 ENE AL      2018 03 09     0.00      42.62     37.22
                               BREWTON 3 ENE AL      2018 03 13     0.00      42.44     38.12
                               BREWTON 3 ENE AL      2018 03 14     0.00      42.98     37.94
                               BREWTON 3 ENE AL      2018 03 15     0.00      42.98     37.22
                               BREWTON 3 ENE AL      2018 03 16     0.00      44.60     37.04
                               BREWTON 3 ENE AL      2018 03 20     0.05      46.40     42.80
                               BREWTON 3 ENE AL      2018 03 21     0.00      43.88     39.20
                               BREWTON 3 ENE AL      2018 03 22     0.00      43.52     38.66
                               BREWTON 3 ENE AL      2018 03 23     0.00      43.52     38.48
                               BREWTON 3 ENE AL      2018 03 27     0.00      43.34     41.36
                               BREWTON 3 ENE AL      2018 03 28     0.00      45.14     41.36
                               BREWTON 3 ENE AL      2018 03 29     0.00      46.22     41.54
                               BREWTON 3 ENE AL      2018 03 30     1.26      46.22     41.90
                      HIGHLAND HOME NUMBER 2 AL      2018 03 06     0.00      45.14     42.44
                             TUSCALOOSA ACFD AL      2018 03 01     0.30      45.14     42.44
                             TUSCALOOSA ACFD AL      2018 03 02     0.00      43.52     39.92
                             TUSCALOOSA ACFD AL      2018 03 03     0.00      44.42     38.30
                             TUSCALOOSA ACFD AL      2018 03 04     0.00      45.32     38.84
                             TUSCALOOSA ACFD AL      2018 03 05     0.03      45.32     38.84
                             TUSCALOOSA ACFD AL      2018 03 06     1.22      44.60     41.90
                             TUSCALOOSA ACFD AL      2018 03 07     0.00      42.08     39.02
                             TUSCALOOSA ACFD AL      2018 03 08     0.00      42.08     37.94
                             TUSCALOOSA ACFD AL      2018 03 09     0.00      43.88     37.40
                             TUSCALOOSA ACFD AL      2018 03 10     0.00      45.14     40.46
                             TUSCALOOSA ACFD AL      2018 03 11     1.13      43.16     42.08
                             TUSCALOOSA ACFD AL      2018 03 12     0.02      42.80     39.20
                             TUSCALOOSA ACFD AL      2018 03 13     0.00      42.80     38.12
                             TUSCALOOSA ACFD AL      2018 03 14     0.00      42.80     38.12
                             TUSCALOOSA ACFD AL      2018 03 15     0.00      44.78     37.58
                             TUSCALOOSA ACFD AL      2018 03 16     0.10      43.70     39.74
                             TUSCALOOSA ACFD AL      2018 03 17     0.02      46.76     42.62
                             TUSCALOOSA ACFD AL      2018 03 18     0.08      45.32     42.44
                             TUSCALOOSA ACFD AL      2018 03 19     0.07      46.40     42.80
                             TUSCALOOSA ACFD AL      2018 03 20     0.00      45.86     41.00
                             TUSCALOOSA ACFD AL      2018 03 21     0.00      42.80     38.84
                             TUSCALOOSA ACFD AL      2018 03 22     0.00      44.06     37.94
                             TUSCALOOSA ACFD AL      2018 03 23     0.00      44.96     39.74
                             TUSCALOOSA ACFD AL      2018 03 24     0.00      46.40     42.26
                             TUSCALOOSA ACFD AL      2018 03 25     0.00      46.22     43.52
                             TUSCALOOSA ACFD AL      2018 03 26     0.00      45.50     41.36
                             TUSCALOOSA ACFD AL      2018 03 27     0.00      44.96     41.00
                             TUSCALOOSA ACFD AL      2018 03 28     0.00      46.58     43.16
                             TUSCALOOSA ACFD AL      2018 03 29     0.95      45.68     42.62
                             TUSCALOOSA ACFD AL      2018 03 30     0.01      44.42     41.54
                             TUSCALOOSA ACFD AL      2018 03 31     0.00      45.32     39.20
                                  BELLE MINA AL      2018 03 01     0.53      44.06     38.48
                                  BELLE MINA AL      2018 03 02     0.38      42.80     39.02
                                  BELLE MINA AL      2018 03 03     0.00      41.90     37.94
                                  BELLE MINA AL      2018 03 04     0.00      42.62     38.12
                                  BELLE MINA AL      2018 03 05     0.00      43.88     38.84
                                  BELLE MINA AL      2018 03 06     0.09      42.44     40.64
                                  BELLE MINA AL      2018 03 07     0.00      43.34     38.12
                                  BELLE MINA AL      2018 03 08     0.00      39.92     37.22
                                  BELLE MINA AL      2018 03 09     0.00      40.46     36.50
                                  BELLE MINA AL      2018 03 10     0.00      42.98     36.50
                                  BELLE MINA AL      2018 03 11     0.81      42.26     40.46
                                  BELLE MINA AL      2018 03 12     0.39      42.62     38.30
                                  BELLE MINA AL      2018 03 13     0.00      41.18     37.40
                                  BELLE MINA AL      2018 03 14     0.00      41.72     37.40
                                  BELLE MINA AL      2018 03 15     0.00      40.82     36.86
                                  BELLE MINA AL      2018 03 16     0.00      44.06     36.86
                                  BELLE MINA AL      2018 03 17     0.15      44.06     39.20
                                  BELLE MINA AL      2018 03 18     0.00      45.86     40.64
                                  BELLE MINA AL      2018 03 19     0.05      42.98     40.28
                                  BELLE MINA AL      2018 03 20     0.20      44.24     40.28
                                  BELLE MINA AL      2018 03 21     0.00      41.36     37.94
                                  BELLE MINA AL      2018 03 22     0.00      41.36     37.40
                                  BELLE MINA AL      2018 03 23     0.00      42.44     37.40
                                  BELLE MINA AL      2018 03 24     0.02      42.80     39.20
                                  BELLE MINA AL      2018 03 25     0.17      44.24     41.00
                                  BELLE MINA AL      2018 03 26     0.00      44.06     41.00
                                  BELLE MINA AL      2018 03 27     0.01      41.72     40.46
                                  BELLE MINA AL      2018 03 28     0.00      43.52     40.46
                                  BELLE MINA AL      2018 03 29     0.25      44.60     42.62
                                  BELLE MINA AL      2018 03 30     0.84      43.52     41.00
                                  BELLE MINA AL      2018 03 31     0.00      42.62     38.48
                    CHILDERSBURG WATER PLANT AL      2018 03 01     0.29      45.14     42.62
                    CHILDERSBURG WATER PLANT AL      2018 03 02     0.00      45.32     39.74
                    CHILDERSBURG WATER PLANT AL      2018 03 03     0.00      44.06     37.76
                    CHILDERSBURG WATER PLANT AL      2018 03 04     0.00      44.42     37.94
                    CHILDERSBURG WATER PLANT AL      2018 03 05     0.02      44.78     39.56
                    CHILDERSBURG WATER PLANT AL      2018 03 06     1.08      44.06     41.36
                    CHILDERSBURG WATER PLANT AL      2018 03 07     0.00      44.06     39.56
                    CHILDERSBURG WATER PLANT AL      2018 03 08     0.00      41.36     36.50
                    CHILDERSBURG WATER PLANT AL      2018 03 09     0.00      41.18     36.68
                    CHILDERSBURG WATER PLANT AL      2018 03 10     0.00      43.52     36.68
                    CHILDERSBURG WATER PLANT AL      2018 03 11     0.77      44.60     39.92
                    CHILDERSBURG WATER PLANT AL      2018 03 12     0.26      42.62     39.02
                    CHILDERSBURG WATER PLANT AL      2018 03 13     0.00      42.44     37.76
                    CHILDERSBURG WATER PLANT AL      2018 03 14     0.00      42.44     37.76
                    CHILDERSBURG WATER PLANT AL      2018 03 15     0.00      42.80     36.68
                    CHILDERSBURG WATER PLANT AL      2018 03 16     0.00      44.60     37.04
                    CHILDERSBURG WATER PLANT AL      2018 03 17     0.20      44.42     39.38
                    CHILDERSBURG WATER PLANT AL      2018 03 18     0.00      46.22     41.72
                    CHILDERSBURG WATER PLANT AL      2018 03 19     0.08      46.58     42.80
                    CHILDERSBURG WATER PLANT AL      2018 03 20     0.01      46.22     41.18
                    CHILDERSBURG WATER PLANT AL      2018 03 21     0.06      41.90     38.66
                    CHILDERSBURG WATER PLANT AL      2018 03 22     0.00      41.36     37.58
                    CHILDERSBURG WATER PLANT AL      2018 03 23     0.00      42.80     38.12
                    CHILDERSBURG WATER PLANT AL      2018 03 24     0.00      44.42     40.82
                    CHILDERSBURG WATER PLANT AL      2018 03 25     0.00      46.22     39.92
                    CHILDERSBURG WATER PLANT AL      2018 03 26     0.00      45.86     40.82
                    CHILDERSBURG WATER PLANT AL      2018 03 27     0.00      41.72     40.64
                    CHILDERSBURG WATER PLANT AL      2018 03 28     0.00      45.14     41.36
                    CHILDERSBURG WATER PLANT AL      2018 03 29     0.00      46.76     42.62
                    CHILDERSBURG WATER PLANT AL      2018 03 30     1.05      45.68     41.54
                    CHILDERSBURG WATER PLANT AL      2018 03 31     0.00      45.14     38.66
                                   TALLADEGA AL      2018 03 01     0.00      44.78     42.08
                                   TALLADEGA AL      2018 03 02     0.38      44.96     39.02
                                   TALLADEGA AL      2018 03 03     0.00      43.88     38.66
                                   TALLADEGA AL      2018 03 04     0.00      43.88     37.76
                                   TALLADEGA AL      2018 03 05     0.00      44.24     39.02
                                   TALLADEGA AL      2018 03 06     0.95      43.70     40.46
                                   TALLADEGA AL      2018 03 07     0.40      43.88     39.02
                                   TALLADEGA AL      2018 03 08     0.00      41.18     37.04
                                   TALLADEGA AL      2018 03 09     0.00      41.54     36.68
                                   TALLADEGA AL      2018 03 10     0.00      43.34     36.86
                                   TALLADEGA AL      2018 03 11     0.77      44.24     39.02
                                   TALLADEGA AL      2018 03 12     0.15      42.62     39.02
                                   TALLADEGA AL      2018 03 13     0.00      42.08     37.58
                                   TALLADEGA AL      2018 03 14     0.00      42.62     37.58
                                   TALLADEGA AL      2018 03 15     0.00      41.54     36.32
                                   TALLADEGA AL      2018 03 16     0.00      44.24     36.68
                                   TALLADEGA AL      2018 03 17     0.02      44.06     38.12
                                   TALLADEGA AL      2018 03 18     0.07      45.68     41.18
                                   TALLADEGA AL      2018 03 19     0.00      44.96     41.36
                                   TALLADEGA AL      2018 03 20     0.05      46.22     40.82
                                   TALLADEGA AL      2018 03 21     0.00      43.34     38.30
                                   TALLADEGA AL      2018 03 22     0.00      41.90     37.58
                                   TALLADEGA AL      2018 03 23     0.00      42.80     37.94
                                   TALLADEGA AL      2018 03 24     0.00      43.88     39.20
                                   TALLADEGA AL      2018 03 25     0.15      46.04     41.18
                                   TALLADEGA AL      2018 03 26     0.00      46.22     40.64
                                   TALLADEGA AL      2018 03 27     0.00      41.54     40.46
                                   TALLADEGA AL      2018 03 28     0.00      44.78     41.00
                                   TALLADEGA AL      2018 03 29     0.00      46.40     42.80
                                   TALLADEGA AL      2018 03 30     0.98      45.32     41.54
                                   TALLADEGA AL      2018 03 31     0.00      44.24     38.48
                             GENEVA NUMBER 2 AL      2018 03 01     0.00      45.86     44.06
                             GENEVA NUMBER 2 AL      2018 03 02     0.06      46.40     44.24
                             GENEVA NUMBER 2 AL      2018 03 03     0.00      46.76     37.94
                             GENEVA NUMBER 2 AL      2018 03 04     0.00      44.78     37.94
                             GENEVA NUMBER 2 AL      2018 03 05     0.00      45.50     38.66
                             GENEVA NUMBER 2 AL      2018 03 06     0.00      45.68     43.16
                             GENEVA NUMBER 2 AL      2018 03 07     1.00      44.60     42.80
                             GENEVA NUMBER 2 AL      2018 03 08     0.00      44.78     42.44
                             GENEVA NUMBER 2 AL      2018 03 09     0.00      44.42     41.90
                             GENEVA NUMBER 2 AL      2018 03 10     0.00      43.88     37.94
                             GENEVA NUMBER 2 AL      2018 03 11     0.00      44.78     40.28
                             GENEVA NUMBER 2 AL      2018 03 12     0.70      43.88     41.90
                             GENEVA NUMBER 2 AL      2018 03 13     0.00      44.42     42.08
                             GENEVA NUMBER 2 AL      2018 03 14     0.00      44.60     41.90
                             GENEVA NUMBER 2 AL      2018 03 15     0.00      44.60     42.08
                             GENEVA NUMBER 2 AL      2018 03 16     0.00      44.96     41.90
                             GENEVA NUMBER 2 AL      2018 03 17     0.00      44.96     38.12
                             GENEVA NUMBER 2 AL      2018 03 18     0.31      46.04     41.00
                             GENEVA NUMBER 2 AL      2018 03 19     2.10      45.68     43.34
                             GENEVA NUMBER 2 AL      2018 03 20     0.45      45.50     44.60
                             GENEVA NUMBER 2 AL      2018 03 21     0.00      46.22     43.34
                             GENEVA NUMBER 2 AL      2018 03 22     0.00      45.32     42.62
                             GENEVA NUMBER 2 AL      2018 03 23     0.00      45.32     42.62
                             GENEVA NUMBER 2 AL      2018 03 24     0.00      45.32     38.12
                             GENEVA NUMBER 2 AL      2018 03 25     0.00      46.04     40.46
                             GENEVA NUMBER 2 AL      2018 03 26     0.00      46.40     41.36
                             GENEVA NUMBER 2 AL      2018 03 27     0.00      46.40     41.18
                             GENEVA NUMBER 2 AL      2018 03 28     0.00      46.40     40.82
                             GENEVA NUMBER 2 AL      2018 03 29     0.00      46.40     41.72
                             GENEVA NUMBER 2 AL      2018 03 30     0.50      46.40     41.72
                             GENEVA NUMBER 2 AL      2018 03 31     0.00      44.96     39.56
                              BESSEMER 3 WSW AL      2018 03 01     0.50      45.32     41.36
                              BESSEMER 3 WSW AL      2018 03 02     0.00      43.16     39.74
                              BESSEMER 3 WSW AL      2018 03 03     0.00      44.06     38.66
                              BESSEMER 3 WSW AL      2018 03 04     0.00      44.96     37.94
                              BESSEMER 3 WSW AL      2018 03 05     0.07      44.06     40.28
                              BESSEMER 3 WSW AL      2018 03 06     0.90      44.24     40.28
                              BESSEMER 3 WSW AL      2018 03 07     0.00      41.00     38.30
                              BESSEMER 3 WSW AL      2018 03 08     0.00      41.54     37.40
                              BESSEMER 3 WSW AL      2018 03 09     0.00      43.70     37.04
                              BESSEMER 3 WSW AL      2018 03 10     0.20      44.78     39.92
                              BESSEMER 3 WSW AL      2018 03 11     0.75      42.62     40.82
                              BESSEMER 3 WSW AL      2018 03 12     0.00      42.08     38.66
                              BESSEMER 3 WSW AL      2018 03 13     0.00      42.26     37.58
                              BESSEMER 3 WSW AL      2018 03 14     0.00      41.90     37.76
                              BESSEMER 3 WSW AL      2018 03 15     0.00      44.24     37.04
                              BESSEMER 3 WSW AL      2018 03 16     0.05      43.70     39.20
                              BESSEMER 3 WSW AL      2018 03 17     0.05      46.04     42.44
                              BESSEMER 3 WSW AL      2018 03 18     0.06      44.96     42.08
                              BESSEMER 3 WSW AL      2018 03 19     0.05      45.68     42.62
                              BESSEMER 3 WSW AL      2018 03 20     0.05      44.06     39.56
                              BESSEMER 3 WSW AL      2018 03 21     0.00      44.06     38.48
                              BESSEMER 3 WSW AL      2018 03 22     0.00      43.16     37.58
                              BESSEMER 3 WSW AL      2018 03 23     0.00      44.42     38.66
                              BESSEMER 3 WSW AL      2018 03 24     0.00      45.50     41.36
                              BESSEMER 3 WSW AL      2018 03 25     0.00      46.04     41.72
                              BESSEMER 3 WSW AL      2018 03 26     0.00      42.80     41.00
                              BESSEMER 3 WSW AL      2018 03 27     0.00      44.06     40.64
                              BESSEMER 3 WSW AL      2018 03 28     0.00      46.04     41.72
                              BESSEMER 3 WSW AL      2018 03 29     0.92      45.86     42.44
                              BESSEMER 3 WSW AL      2018 03 30     0.00      43.52     39.92
                              BESSEMER 3 WSW AL      2018 03 31     0.00      44.96     38.48
                                      ATMORE AL      2018 03 01     0.00      46.76     42.26
                                      ATMORE AL      2018 03 02     0.00      47.12     41.18
                                      ATMORE AL      2018 03 03     0.00      44.60     39.38
                                      ATMORE AL      2018 03 04     0.00      44.96     39.56
                                      ATMORE AL      2018 03 05     0.00      45.68     40.10
                                      ATMORE AL      2018 03 06     0.00      46.04     42.44
                                      ATMORE AL      2018 03 07     0.67      44.24     40.10
                                      ATMORE AL      2018 03 08     0.00      42.08     38.12
                                      ATMORE AL      2018 03 09     0.00      42.62     37.94
                                      ATMORE AL      2018 03 10     0.00      44.24     38.48
                                      ATMORE AL      2018 03 11     0.00      45.32     40.82
                                      ATMORE AL      2018 03 12     0.60      43.52     40.10
                                      ATMORE AL      2018 03 13     0.00      42.62     38.30
                                      ATMORE AL      2018 03 14     0.00      42.98     38.30
                                      ATMORE AL      2018 03 15     0.00      43.16     37.76
                                      ATMORE AL      2018 03 16     0.00      44.78     38.48
                                      ATMORE AL      2018 03 17     0.00      44.24     41.36
                                      ATMORE AL      2018 03 18     0.00      46.40     43.70
                                      ATMORE AL      2018 03 19     0.40      45.86     44.06
                                      ATMORE AL      2018 03 20     0.00      46.76     42.80
                                      ATMORE AL      2018 03 21     0.00      43.52     39.20
                                      ATMORE AL      2018 03 22     0.00      43.88     38.84
                                      ATMORE AL      2018 03 23     0.00      44.06     39.56
